0.000000000000000000e+00,4.084501740305750972e-01,4.123303672087254568e-01,4.036414960847806155e-01,3.976666100256112113e-01,4.133222936215187882e-01,4.126472644572883319e-01,4.233461351361458291e-01,3.762932121245463057e-01,4.122423061816407608e-01,3.910211660858909366e-01,3.878020630375832445e-01,4.083957207198467554e-01,3.876949830776287853e-01,3.895525320916955470e-01,4.110662861950172831e-01,4.130630661875627219e-01,3.984274775742039365e-01,4.233948307627573571e-01,3.933842055200093557e-01,4.175319586291527663e-01,3.757294252351089381e-01,4.133855581052769956e-01,3.980454666398859365e-01,3.912567190957182972e-01,3.978853003294250401e-01,3.926041370492059368e-01,3.943536965532936089e-01,4.180498664731262526e-01,3.838871734957715054e-01,3.927870218209933428e-01,4.078382471640861207e-01,4.049246597582886742e-01,4.150285131879671852e-01,4.116411847740426566e-01,4.203050669083209234e-01,4.247514172695283086e-01,3.822003114223198050e-01,4.031655419642912186e-01,3.754003104721062578e-01,4.001379261482561622e-01,3.896059669254591795e-01,3.769421178950681517e-01,4.186987155279178197e-01,4.153779561239001050e-01,4.107983623464901979e-01,3.859727123943049731e-01,3.900291383791886779e-01,3.809679483357115704e-01,4.055854781486284977e-01,4.108861893906103346e-01,4.053100712659374327e-01,3.806778454531318245e-01,3.860117198321403320e-01,3.949244999029262182e-01,4.237973977654902469e-01,3.799172434628913519e-01,3.936012544044812378e-01,3.972597231107246052e-01,3.799803462618633332e-01,3.952816966063289472e-01,4.022023829311474064e-01,3.890759122174528017e-01,4.131594542782259238e-01
4.240692479427012884e-01,0.000000000000000000e+00,4.234238723055862019e-01,3.870503184691105325e-01,3.752491695326221621e-01,4.180770791320106428e-01,3.903380877999973464e-01,3.937821296704042684e-01,4.198430483657497048e-01,3.786547228558554412e-01,3.781256428656459834e-01,3.977909645443757358e-01,4.027893178687128040e-01,4.119446431602521441e-01,4.066315938682713571e-01,4.229069329840390856e-01,3.958654051192794232e-01,3.804234427329646340e-01,3.769502369319479573e-01,4.208642581542386685e-01,3.911625985717256948e-01,4.189457796136615841e-01,3.975913403451220018e-01,4.185703312097883155e-01,4.107182856555678385e-01,4.079503575847874819e-01,4.085850773294678606e-01,3.998479803752900130e-01,4.200281566516471110e-01,4.136844082820703705e-01,4.199763698452139704e-01,3.868586431013064653e-01,4.116499557726124858e-01,3.916570847726202897e-01,3.944211178342379442e-01,3.757497921743203628e-01,3.943451612256445027e-01,3.872503792052557348e-01,4.107951202174797700e-01,4.146331381645585457e-01,3.829135878048240960e-01,3.759887328841092224e-01,3.869458782977573952e-01,4.065722132257326704e-01,3.964125084287307699e-01,4.066097784674703730e-01,3.827614850203814312e-01,4.225604299067308167e-01,3.876015406933944196e-01,4.032740786290328061e-01,4.139150642349333498e-01,3.976588066817244305e-01,3.835271149558701631e-01,4.151820761680122263e-01,4.185454791172187328e-01,4.054484332352251696e-01,3.833053946792194244e-01,4.115455041787562940e-01,3.940739512073379580e-01,4.008373858083021379e-01,4.132493830091110709e-01,3.811798214502092330e-01,4.201751219615907917e-01,3.909904596443020686e-01
4.234045511598837908e-01,3.789538715754126041e-01,0.000000000000000000e+00,4.238336548640242452e-01,4.238162394378353626e-01,3.913354415704771716e-01,3.905757591493747016e-01,3.882410410615526608e-01,4.159378864188003622e-01,3.814136594917548195e-01,4.036364043506291965e-01,4.237946246238057935e-01,3.907168697228713405e-01,4.149388733183272393e-01,4.037683308820932959e-01,3.819245199772273724e-01,3.964441451527486171e-01,4.140895372411102504e-01,4.140218440219530782e-01,4.008811384403658251e-01,3.765752420802946920e-01,3.758106717652175410e-01,4.001394141862110176e-01,3.821619630717389415e-01,3.865570870500985023e-01,4.162180999631250877e-01,3.975925036752273045e-01,4.179846621116555250e-01,3.957328806372835683e-01,3.781506017640441364e-01,4.029743394225528408e-01,4.193433704817067231e-01,3.955435540897058178e-01,3.909729996945484620e-01,3.770733239363765477e-01,3.993565457637792693e-01,3.931775255002860625e-01,4.094226767864286298e-01,3.867104585097688729e-01,3.974408019211390641e-01,3.970002642795485426e-01,3.812381149514705303e-01,3.895992025183566687e-01,3.905778453011435891e-01,3.781039086155912887e-01,4.085629566176541827e-01,4.215283326502551331e-01,3.884270969130363960e-01,3.755144794758280002e-01,4.116387846409697571e-01,4.231956005570209900e-01,3.981213447474335476e-01,3.856028778842359728e-01,4.171042003892070360e-01,4.203369925705414123e-01,3.898231786058755644e-01,4.213286973931911206e-01,3.772507312813480063e-01,4.130688122672243057e-01,4.146622156383066859e-01,3.778724140896682626e-01,3.887922352220384847e-01,3.913512159993271511e-01,4.184256389090021400e-01
4.074331147009052079e-01,3.782377992071667139e-01,3.974978856129104954e-01,0.000000000000000000e+00,4.145935611027585788e-01,4.211335495595065481e-01,4.077988423265149764e-01,4.047487086166275949e-01,4.051612583890726871e-01,3.784414119639827323e-01,4.075418427587813586e-01,3.931962417544044852e-01,3.881157323209869503e-01,3.816831867447020854e-01,4.052794523142114747e-01,4.133067561189326389e-01,4.161992121637858588e-01,3.846303112490483955e-01,3.910855321798449302e-01,4.170644630427932653e-01,4.248728304554235113e-01,3.811732070792531735e-01,3.910989734403210738e-01,4.234530778976891563e-01,4.245960924260545055e-01,4.165301885394556147e-01,3.953776439036563728e-01,4.225653124806753591e-01,3.970410841196707064e-01,3.773921964662591000e-01,4.036871327997892389e-01,3.893797945275278560e-01,3.756525862929082638e-01,4.046284500675517148e-01,3.970488979612123992e-01,3.952742460972288319e-01,4.149973814591691457e-01,4.223309842067052844e-01,4.016149169153312437e-01,4.201269732076088892e-01,3.887223143115543511e-01,3.832100206615615678e-01,4.176855591268214263e-01,3.774118669536611348e-01,3.818714439266532312e-01,4.209471715470431419e-01,3.794674765350224965e-01,3.754774400131290490e-01,4.004820428034200352e-01,3.936687644585949997e-01,4.207373799718815421e-01,4.150825145687972451e-01,4.064254481180982204e-01,3.828620153754657141e-01,3.862849787969130921e-01,3.763267533578762980e-01,4.042130725527087187e-01,4.204256076067017789e-01,4.086294960175282931e-01,3.892931883241765867e-01,3.849911135778357751e-01,4.164157056807305524e-01,3.973859717893585830e-01,4.027114587862138384e-01
4.146512022722450563e-01,4.130950414634590451e-01,4.015147980050519649e-01,3.806948688444390383e-01,0.000000000000000000e+00,3.919651076580171201e-01,4.216472006214705415e-01,3.766709662404857939e-01,3.970937260875220254e-01,4.198635217680434795e-01,4.169275327076671922e-01,3.786748457367583032e-01,4.008349782978672948e-01,3.869695368878320885e-01,4.060180235874146781e-01,3.920574317448660140e-01,4.115438497549422925e-01,3.839650405804261313e-01,4.044387315624086154e-01,4.086085819528901264e-01,3.759240732683746811e-01,4.171802257385973101e-01,3.878152675496863155e-01,3.964374515021493184e-01,4.168729850697414641e-01,4.098733819832654501e-01,4.043449306174677904e-01,3.892270671989275233e-01,4.077807425908177019e-01,4.084490513847638948e-01,3.957485087863872875e-01,4.145228921914604903e-01,4.037357883276737058e-01,4.183711432299785371e-01,4.174518850427123562e-01,3.833011315229510885e-01,3.874488414630533617e-01,3.865793563133240740e-01,3.783020551403605269e-01,3.928018264947851779e-01,3.863673702107732200e-01,4.078412868665099444e-01,4.226626906863756306e-01,4.009353801694295893e-01,4.193883868301891971e-01,3.990642744823646448e-01,4.010271917620539806e-01,3.812871761919738867e-01,4.020942400596679289e-01,4.127146147077101479e-01,3.782635255431605059e-01,4.232205860947256815e-01,4.058554667597377152e-01,3.926091401799861047e-01,4.193450191527455795e-01,4.180605961006347293e-01,3.962421791145708250e-01,3.799139857632312101e-01,4.220516880235908319e-01,3.968196210530229306e-01,3.869825502788153404e-01,4.175177958775066478e-01,3.963682817282244697e-01,4.236513320641930869e-01
4.073013366750677378e-01,3.904192310990963755e-01,3.996260442968309623e-01,4.166830735846662748e-01,3.909751349887064520e-01,0.000000000000000000e+00,4.065192462097547699e-01,3.762655520623168770e-01,4.018636183462313549e-01,4.142364043601040602e-01,3.882255102522714219e-01,4.206080836875774609e-01,3.919651046966404762e-01,3.991503364193200731e-01,4.183424927032908802e-01,4.099687005793304362e-01,4.133228974418760582e-01,4.070463011866443104e-01,4.056442572542101055e-01,4.201697564452587796e-01,4.067930721882122014e-01,3.913248285374863467e-01,4.113912439758611317e-01,4.041406279041468985e-01,3.762148338176731777e-01,4.230762923851243418e-01,3.798594065660086394e-01,4.181859400221472067e-01,4.102130931237556455e-01,3.990925819258093199e-01,4.043622518712596259e-01,4.098291795811963567e-01,3.914244378326695029e-01,4.085433017674975908e-01,3.830682077779331007e-01,4.048176773732407030e-01,3.775883676932962896e-01,4.203021427164363999e-01,3.788688255045133957e-01,4.233154699390556108e-01,3.956519479617925383e-01,3.894093119215918386e-01,4.116192909069226746e-01,3.969090563569504515e-01,4.005666723771293958e-01,3.976781599105464471e-01,4.203880529857479398e-01,3.988599152701592931e-01,3.955157933568239637e-01,4.182498145659686029e-01,3.865031567754387831e-01,4.065119159079310651e-01,3.786758272681223780e-01,4.106097736398262588e-01,3.997505454766123179e-01,4.184054184415983424e-01,4.175260732428777155e-01,4.027126632420356955e-01,3.801901613125031054e-01,4.244215127476515526e-01,4.104376857790863475e-01,4.107504062581313065e-01,4.192531431770163408e-01,4.242590249623836574e-01
4.201894961122140115e-01,3.929881073844615491e-01,3.817164048183982472e-01,4.210445737517420350e-01,4.102683519203686457e-01,3.784483720646656946e-01,0.000000000000000000e+00,4.195244406414964100e-01,3.944148863711368080e-01,4.088443792998420201e-01,3.799868776736278764e-01,3.780925226256082738e-01,4.130513966725339881e-01,3.778320205754294170e-01,3.861232075163573141e-01,4.245696178953316524e-01,3.970463655160852978e-01,3.914264102247485555e-01,3.918548816828800185e-01,4.099468419429194710e-01,3.787925992152261223e-01,3.767864145963390476e-01,4.040730541928643227e-01,3.858519888587635394e-01,3.821715162632464136e-01,3.839313111055775440e-01,4.116129176176409610e-01,3.803888322684971790e-01,3.999443367696106644e-01,3.911582628543041618e-01,3.786474811866894497e-01,3.767464068301258351e-01,4.047300903612693346e-01,3.773988403365021171e-01,4.215500376538805494e-01,4.164326329457050391e-01,3.829915655708246991e-01,3.919424831876132664e-01,4.120132852663485057e-01,4.043263002899732395e-01,3.829419655318996307e-01,3.838715039031773690e-01,3.842534969296610425e-01,3.826210628861575480e-01,3.751192421189739057e-01,3.750745917291812837e-01,4.154585346125921896e-01,3.785427227882291468e-01,3.930361982784286168e-01,3.979114902572393198e-01,3.892434213516087205e-01,4.142776736816389804e-01,4.095963396596852824e-01,3.985228404741794628e-01,4.081097402753766645e-01,3.935518919192918519e-01,3.946508534524346135e-01,3.844188369559506380e-01,4.108295592212633518e-01,3.799401409126095253e-01,3.999028902596752366e-01,3.804626192407681295e-01,4.098071133677539946e-01,4.194199031683792378e-01
4.057111540551766593e-01,3.772032369364449189e-01,3.898424159488053653e-01,3.902081448793010554e-01,4.173772394888041748e-01,4.072486559504415737e-01,3.948963653807039953e-01,0.000000000000000000e+00,4.100136170698054916e-01,3.870891889692605892e-01,4.100888165283974596e-01,3.804182960174023465e-01,4.246880374982393014e-01,3.889386643736064686e-01,4.118531062730443892e-01,4.202346401129516962e-01,4.013974068736237966e-01,4.196789668464575573e-01,4.043315937169241758e-01,4.037540513937376563e-01,4.177093332700693717e-01,4.121301069167396802e-01,3.758410238882081700e-01,3.763796250787626585e-01,4.230628935988965389e-01,3.989263049420052054e-01,4.226954306360729552e-01,4.078712855827478778e-01,3.979050405119839984e-01,4.047437031347685954e-01,3.933945336434867546e-01,3.889194688175603987e-01,3.771727793917694083e-01,4.058931069211018650e-01,4.144919527418573502e-01,3.869808221633160294e-01,4.183408450662448042e-01,3.852795534445544456e-01,4.106649879428992400e-01,3.837526254632382949e-01,3.964199310689196509e-01,4.141088527937017982e-01,4.074355384573751238e-01,4.097628755749857521e-01,4.162331794796987894e-01,4.228077096928298806e-01,4.205693815955827697e-01,3.827299829491454530e-01,3.802661183651487864e-01,3.880679862599590302e-01,4.034648895400276825e-01,3.974505110835849786e-01,3.931832169436119684e-01,4.231626220540555261e-01,3.815201164992068072e-01,4.166867095910485319e-01,3.782300038799717989e-01,4.183877639180492713e-01,3.948065838667652594e-01,3.981162603222103136e-01,3.847082665319818129e-01,3.826946446386403355e-01,3.935911217451466548e-01,4.175973351952112500e-01
3.859103491693099408e-01,4.051303855058540626e-01,3.970126615225280098e-01,4.181310421683701040e-01,3.869255943004302201e-01,4.013522751869115224e-01,3.761333807050588618e-01,3.756039497596915799e-01,0.000000000000000000e+00,4.203153007298271460e-01,4.113122547437740861e-01,4.155795341594586412e-01,4.025812213957895014e-01,4.015121282018685456e-01,3.793229037461481323e-01,3.851884077364238768e-01,3.987681313579586329e-01,3.837921932171383110e-01,3.952753830654980871e-01,3.775343884306155973e-01,3.812206401170554759e-01,4.055884968693543313e-01,4.128733278928858885e-01,4.119389577495269350e-01,4.107037888238636025e-01,3.969572512181207546e-01,4.206296451968375427e-01,4.049461406155029364e-01,3.794023061077554382e-01,4.052148796316084045e-01,3.923822213376210732e-01,4.232713437112329280e-01,4.118053418888661943e-01,3.770516401642637905e-01,3.847467367991866394e-01,4.162838645338569066e-01,3.958179261600892618e-01,3.898752459641556811e-01,4.092310258685766811e-01,3.753067910101245408e-01,3.990621389033175981e-01,4.108368511585333560e-01,4.009681071836068145e-01,3.950398013710030298e-01,4.018442621119149294e-01,3.868701507484498259e-01,3.982795838598401361e-01,3.800145551650314646e-01,4.145874905797318766e-01,4.214890583477736707e-01,4.160582722941332801e-01,4.115859445677746420e-01,3.933273651421419492e-01,3.773101494772732600e-01,4.177568749912344837e-01,3.792250060842137227e-01,3.777491062508158137e-01,3.993438962711635121e-01,3.890185830591516014e-01,4.186311912721042416e-01,3.858754299044477309e-01,3.809576482965311151e-01,3.939144531898187696e-01,4.157806439107086249e-01
4.062825984493600995e-01,3.886949042495373985e-01,4.175687966524179728e-01,3.857272820770851207e-01,3.767936284551894888e-01,3.791445332330332096e-01,4.069819549235403899e-01,4.217622702017861380e-01,4.206220908364552979e-01,0.000000000000000000e+00,3.990201008460905197e-01,4.059374330903731121e-01,3.975426341011423226e-01,4.038012006030634038e-01,4.141983172269098068e-01,4.192734845038929570e-01,4.061078258490586901e-01,4.042908936679382448e-01,4.142221672789363485e-01,4.167178741995995472e-01,4.003822963230853071e-01,4.239460150995563725e-01,3.885694981483553967e-01,3.984882951701805287e-01,3.782664020536566363e-01,4.187990301500397194e-01,4.121614562765242296e-01,4.087817609819822118e-01,3.821994526020233152e-01,3.757807612631471894e-01,3.970589673893826776e-01,3.883012556722290065e-01,3.906070837374936433e-01,3.851730408888913715e-01,4.075447574421180996e-01,3.863873919690586911e-01,4.001410799164351606e-01,3.819446670962957646e-01,4.171258813150476863e-01,3.771165738230458642e-01,4.035272447596695566e-01,4.200572107772940211e-01,3.772615485808841207e-01,4.046943768576635736e-01,3.955612348042066850e-01,3.812196271933629976e-01,4.088443234033269924e-01,4.095181388978735848e-01,3.910786585076625466e-01,3.768150602374720215e-01,4.062286385535573419e-01,3.956149141926347257e-01,3.990526969356263387e-01,3.753973200610129513e-01,4.037035586558461175e-01,3.813324180995087409e-01,3.894923456975350473e-01,3.880057070908811689e-01,3.945900431633829752e-01,4.234801348562022283e-01,3.933586220199585815e-01,4.196113889424291088e-01,3.863531059268710544e-01,3.762741193011304719e-01
